,Review,Score,Source
1628,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,imdb
1629,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,imdb
1630,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,imdb
1631,Trumbull on I LOVE LUCY).  ,1,imdb
1632,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,imdb
1633,See both films if you can.  ,1,imdb
1634,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,imdb
1635,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,imdb
1636,Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,imdb
1637,It's very slow.  ,0,imdb
1638,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,imdb
1639,) Don't waste your time.  ,0,imdb
1640,End of Days is one of the worst big-budget action movies I've ever seen.  ,0,imdb
1641,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,imdb
1642,This was one of the worst films i have ever seen.  ,0,imdb
1643,I'm still trying to get over how bad it was.  ,0,imdb
1644,This movie is possibly one of the most creative works of horror ever.  ,1,imdb
1645,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,imdb
1646," With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1
Call me a nut, but I think this is one of the best movies ever.  	1
Great character actors Telly Savalas and Peter Boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
Lots of holes in the script.  	0
It's like a bad two hour TV movie.  	0
Now imagine that every single one of those decisions was made wrong.  	0
The dialogue is atrocious.  	0
The acting is beyond abysmal.  	0
Everything stinks.  	0
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
It's dumb and pointless, and a complete waste of time.  	0
In short, don't bother with this movie.  	0
I won't spoil it, but the ending in pretty amazing.  	1
The best scene in the movie is at the end, but I won't spoil it.  	1
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
A film not easily forgotten.  	1
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
The characters are interesting, even if a bit predictable.  	1
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
Great movie!  	1
Also the story and acting were weak.  	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Either way, it sucks.  	0
The script is horrendously stupid.  	0
The story starts too fast with absolutely no suspense or build-up in the slightest.  	0
Everything Captain Howdy says is either laughable or just plain stupid.  	0
What the hell kind of crap is that?!  	0
Then, there's the plot holes.  	0
You could drive a semi truck into these holes!  	0
Linda Cardellini is the only thing good in this film.  	1
She's poised and amazing.  	1
Dee Snider just plain sucks.  	0
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
I was bored throughout the whole damn thing.  	0
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  	0
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	0
A piece of cinematic garbage captured on celluloid.  	0
Avoid at any and all costs.  	0
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
Avoid this film at all costs.  	0
I don't know what happened in Season Five, what a mess.  	0
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	0
Now this is a movie I really dislike.  	0
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	0
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	0
There aren't death scenes like in previous movies and the f/x are terrible.  	0
I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	0
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
The best part about Nurse Betty"" is it's unpredictability.  ",1,imdb
1647,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,imdb
1648,"Otherwise, don't even waste your time on this.  ",0,imdb
1649,This one just fails to create any real suspense.  ,0,imdb
1650,"As for the killer, don't expect anything original or even remotely frightening.  ",0,imdb
1651,"There is, however, some pretty good acting (at least, for this type of film).  ",1,imdb
1652,I'm so sorry but I really can't recommend it to anyone.  ,0,imdb
1653,"One of the most boring,pointless movies I have ever seen.  ",0,imdb
1654,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,imdb
1655,Hated it.  ,0,imdb
1656,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,imdb
1657,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,imdb
1658,I highly doubt that anyone could ever like this trash.  ,0,imdb
1659,This is not movie-making.  ,0,imdb
1660,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,imdb
1661,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,imdb
1662,I saw this short film on HBO the other day and absolutely loved it.  ,1,imdb
1663,I didn't realize how wonderful the short really is until the last two scenes.  ,1,imdb
1664,Excellent short film.  ,1,imdb
1665,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,imdb
1666,"I agree with Jessica, this movie is pretty bad.  ",0,imdb
1667,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,imdb
1668,The story line is totally predictable.  ,0,imdb
1669,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,imdb
1670,I've seen soap operas more intelligent than this movie.  ,0,imdb
1671,"Bad characters, bad story and bad acting.  ",0,imdb
1672,Really awful.  ,0,imdb
1673,Not easy to watch.  ,0,imdb
1674,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,imdb
1675,It was a long time that i didn't see a so charismatic actor on screen.  ,1,imdb
1676,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,imdb
1677,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,imdb
1678,I rate this movie 9/10.  ,1,imdb
1679,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,imdb
1680,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,imdb
1681,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,imdb
1682,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,imdb
